_RAJ2000,_DEJ2000,Teff,R*,e_R*,M*,e_M*,Dist,HIP
312.937161,74.780321,5501,1.01617,0.0914137,1.05095,0.124861,29.58579882,102970
313.3325,62.1544,3635,0.544,0.016,0.596,0.003,8.560024348,103096
314.1942,-10.4485,3509,0.468,0.014,0.523,0.004,23.9892761,103388
314.197165,-26.296424,6270,1.19543,0.0583712,1.207489354,0.0819653,21.00399049,103389
314.416981,-44.129377,5777.32,1.05717,0.0915365,1.06917,0.127941,21.47754082,103458
314.810297,-10.713694,5115,0.820286,0.107376,0.860328,0.10285,28.04255283,103581
315.089616,-51.265307,6355,1.52877,0.151184,1.23594,0.213159,27.71718838,103673
315.140937,-4.730229,5885,1.46603,0.130146,1.09376,0.135236,26.45502699,103682
315.4944,-6.3187,3522,0.467,0.014,0.522,0.004,22.62298982,103800
315.669801,45.884814,5044.43,0.75761,0.0624387,0.780324,0.0920345,19.32603245,103859
316.62605,31.184684,6155,35.9281,11.4752,1.34598,0.282545,19.2815,104185
316.724443,38.749443,4304.53,0.979026,0.0918409,0.753383,0.0894219,3.48651,104214
316.729937,38.742054,3948.45,NaN ,NaN  ,NaN      ,NaN,3.503608717,104217
316.793279,-13.922922,5140.71,0.905639,0.0767143,0.838561,0.0992301,17.45240293,104239
317.2202,0.2139,3465,0.369,0.071,0.378,0.089,21.15854085,104390
317.3226,-13.3025,3644,0.366,0.011,0.389,0.005,25.53289152,104432
317.336735,-82.027301,5796.02,1.07454,0.093547,1.18882,0.183918,24.2248062,104436
317.7282,29.4231,3720,0.503,0.076,0.54,0.098,28.22279362,104565
317.795222,45.455892,5401,1.17788,0.109124,1.05596,0.125497,31.36261138,104587
318.240142,30.809514,5711.85,0.967421,0.0817456,1.04436,0.12424,27.44289819,104733
318.507484,-29.663567,5728,1.08673,0.0945179,1.06047,0.126197,29.96856298,104809
318.620069,10.006983,6299,1.97024,0.178051,0.60568,0.0878109,4.507948515,104858
318.697825,38.045467,6761,NaN ,NaN  ,NaN      ,NaN,20.92050209,104887
319.353937,39.394518,10590.9,2.50292,1.37239,2.739643612,0.440135,25.8312,105102
319.613586,-43.334688,5830.74,1.06205,0.0930223,1.07925,0.13048,23.78686965,105184
319.644793,62.585583,7631.4,2.73265,0.23204,2.13557,0.40123,14.96110114,105199
319.684701,-61.352742,5682.35,1.57318,0.14783,1.00634,0.124129,31.15264798,105214
319.940114,-26.352829,5351,1.1021,0.131887,0.925106,0.116634,17.9695,105312
319.966542,-53.4495,8655,1.68711,0.178643,2.16537,0.403197,30.2847,105319
320.0408,-67.6516,3772,0.562,0.024,0.61,0.012,27.00847108,105336
320.25599,40.345005,5843.71,1.23986,0.115109,1.01959,0.123705,25.79697837,105406
321.169285,-68.227862,5480,0.917134,0.0869691,0.963845,0.123229,20.46663938,105712
321.320021,70.477527,5786.74,0.972106,0.0841437,1.0698,0.128083,26.31516622,105766
321.370858,27.21072,5102.65,0.995463,0.0983074,0.933725,0.118425,27.90957298,105791
321.610932,-65.366201,6109.28,1.11722,0.0521438,0.993862466,0.0665924,9.216589862,105858
321.75545,-44.808598,5131,1.00336,0.13025,0.864749,0.103659,23.58688032,105911
321.8873,34.0246,3719,0.591,0.018,0.614,0.012,31.19069127,105963
322.4034,17.6433,3278,0.398,0.012,0.434,0.006,8.016358718,106106
323.286842,40.824337,5961,0.923444,0.10143,1.09233,0.134722,29.15164211,106407
323.3915,-49.009,3472,NaN ,NaN  ,0.45,NaN,7.800995008,106440
323.712706,-20.08422,6605.03,1.42826,0.127829,1.30109,0.254738,27.1003,106559
324.1607,39.4557,3769,0.668,0.029,0.685,0.023,20.96886869,106694
324.1602,39.4558,3769,0.668,0.029,0.685,0.023,20.96886869,106694
324.4592,53.0803,3918,0.717,0.022,0.645,0.112,30.4848604,106794
324.4819,-63.7119,3805,0.637,0.019,0.657,0.012,25.946274,106803
324.5016,27.7237,3784,0.558,0.019,0.607,0.007,18.07174126,106811
324.792247,-27.306553,5924,1.07059,0.0925268,1.05447,0.125293,26.0517753,106913
325.12388,-74.074342,5432.49,1.01822,0.0875788,0.97466,0.124167,22.30718782,107022
325.275779,26.750625,5587,1.01895,0.0848949,1.04778,0.124532,27.28140772,107070
325.369282,-77.390055,NaN,NaN ,NaN  ,NaN      ,NaN,21.1999,107089
326.035585,28.742683,6358,2.41612,0.257336,1.26389,0.231006,4.062328129,107310
326.0541,6.6415,3419,0.458,0.015,0.511,0.007,26.01973428,107317
326.130543,14.77192,NaN,NaN ,NaN  ,NaN      ,NaN,18.39249622,107350
326.225,44.2858,3721,0.586,0.031,0.609,0.027,31.30220995,107376
326.76021,-16.127325,NaN,NaN ,NaN  ,NaN      ,NaN,11.8666,107556
327.065608,-47.303638,5935.88,0.991672,0.0366381,1.084720407,0.0689397,15.63721639,107649
327.2744,-72.1025,3826,0.691,0.023,0.704,0.016,16.52532464,107705
327.417003,41.148764,9250,NaN ,NaN  ,NaN      ,NaN,30.9431,107749
327.970522,42.343857,6050,0.868722,0.094797,1.12598,0.149148,29.62938874,107920
328.027259,1.906447,5148,0.980238,0.0877078,0.863644,0.103454,30.47665488,107941
328.124647,28.793535,6344.88,1.86096,0.159095,1.41686,0.321592,27.66251612,107975
328.324064,-13.551759,6806,1.75067,0.162111,1.43702,0.330923,27.66251729,108036
328.4959,41.779,3976,0.66,0.02,0.678,0.013,28.35260598,108092
328.721466,56.611214,12700,NaN ,NaN  ,NaN      ,NaN,11.7491,108165
329.3593,8.1372,3646,0.57,0.018,0.615,0.005,25.99261655,108380
329.4217,-51.0062,3494,0.615,0.018,0.638,0.012,14.5188236,108405
329.6021,75.5891,3844,0.604,0.018,0.627,0.011,27.19162033,108467
329.670042,29.812614,5977.54,1.18762,0.100037,1.24443,0.218552,29.55458288,108490
329.8946,-59.7528,3709,0.532,0.016,0.587,0.003,15.99097705,108569
330.3047,28.3069,3289,0.307,0.011,0.303,0.01,15.65885491,108706
330.4544,16.4675,3522,0.587,0.022,0.611,0.017,24.36407905,108752
330.5428,1.4002,3793,0.577,0.017,0.601,0.012,13.83486737,108782
330.637361,-32.133777,6238,1.15557,0.104017,1.15839,0.166196,30.07518797,108809
330.840027,-56.786039,4611.06,0.660403,0.0234471,0.691500859,0.0456715,3.626341746,108870
330.946525,64.628004,7429,2.36308,0.272884,1.6999,0.38169,29.5946,108917
331.4637,-11.9142,3825,0.554,0.083,0.599,0.107,22.66600603,109084
331.522178,-5.358096,5756.61,0.943821,0.0855374,1.03036,0.123609,29.36693694,109110
331.674199,53.13069,5395,1.41125,0.127214,1.31156,0.261332,31.25976868,109162
331.692883,-45.392412,5111.89,0.818416,0.0718208,0.861986,0.10315,30.14245323,109166
331.752793,25.34512,6565,1.58633,0.135036,1.33755,0.277449,11.75640724,109176
331.972173,-70.285715,6195.68,1.14526,0.100883,1.16575,0.17035,30.02822653,109245
332.374404,-7.54873,5555,NaN ,NaN  ,1.01,NaN,21.30247599,109378
332.4181,-4.6407,NaN,NaN ,NaN  ,0.49,NaN,11.11453835,109388
332.53654,-32.548456,6272,1.63844,0.0830963,1.344590534,0.0918517,18.74062969,109422
332.549916,6.197851,8072.9,NaN ,NaN  ,NaN      ,NaN,29.61208173,109427
332.799645,36.256318,5460.89,1.04101,0.0894326,1.02296,0.123636,22.46292494,109527
332.8754,18.4262,3586,0.526,0.015,0.581,0.002,15.63687628,109555
333.6309,27.8552,3904,0.552,0.017,0.603,0.005,27.43856556,109812
333.644378,29.57234,6184,5.76645,1.68364,1.20521,0.193892,26.9844,109815
333.661073,-41.381736,5747.74,1.22368,0.110458,1.01241,0.123887,22.37519007,109821
333.758935,57.043553,7307.63,NaN ,NaN  ,NaN      ,NaN,25.73340196,109857
333.975574,54.672911,5318.95,0.865023,0.0711401,0.933993,0.118478,21.85147552,109926
334.313056,12.898532,5846.72,1.23417,0.109443,1.12718,0.149733,30.72196621,110035
334.565132,-53.627045,5855.88,1.04558,0.0411649,1.027096032,0.0653637,13.61099769,110109
335.23244,8.186754,6522.12,1.45168,0.128081,1.43578,0.330376,31.44406886,110341
335.8712,32.4594,3461,0.593,0.043,0.616,0.039,15.00316402,110526
335.8887,-57.2206,3779,0.553,0.017,0.604,0.004,26.02106095,110534
336.153731,-72.255392,5194.63,0.915008,0.915008,0.88232432,0.103134,28.9017341,110618
336.234929,-57.797484,5676.06,1.48074,0.122203,1.13200983,0.0762298,20.48760442,110649
336.46314,-75.015709,5919.74,1.21815,0.0801388,1.125155805,0.0730786,23.0467853,110712
336.479205,35.3649,5124,1.00596,0.0875471,0.939347,0.119493,30.3387933,110716
336.642825,-16.741955,5806,1.52863,0.153543,1.09198,0.134596,20.08032159,110778
337.1914,18.9317,3863,0.567,0.017,0.613,0.004,30.72569777,110951
337.207871,-0.020099,6651,3.91335,0.422237,1.56672,0.369146,31.7158262,110960
337.2744,1.6634,3897,0.609,0.019,0.631,0.013,28.44461107,110980
337.57791,57.225497,8400,NaN ,NaN  ,NaN      ,NaN,16.7808,111088
337.822929,50.282539,9158.26,NaN ,NaN  ,NaN      ,NaN,31.4564,111169
337.826259,-6.555132,5975.64,1.39693,0.126776,1.11808,0.145361,25.52322594,111170
338.2592,9.378,3656,0.476,0.014,0.532,0.004,19.24863778,111313
338.502,-25.2424,3544,0.467,0.014,0.522,0.004,24.54708916,111391
338.673474,-20.708206,6605,1.52913,1.48769,1.379979214,0.299669,22.74277917,111449
339.032184,-54.610632,5551.73,1.02834,0.0888871,0.977208,0.124356,31.70617256,111565
339.0403,-0.8417,3812,0.586,0.018,0.609,0.012,20.55417264,111571
339.265545,-59.559309,5367.84,0.820453,0.0720475,0.909344,0.113225,31.58160687,111648
339.6899,-20.6211,3551,0.601,0.017,0.624,0.011,9.150082293,111802
340.228029,66.523419,5726.29,1.17642,0.101246,1.19972,0.190519,30.4180659,111977
340.229849,-31.990039,5436.34,0.984895,0.0848861,0.944938,0.120486,26.64449844,111978
340.653715,-47.21076,6004,1.28897,0.141767,1.1081,0.140922,23.6351,112117
340.6615,17.6692,3516,0.513,0.026,0.57,0.02,28.15121495,112120
341.024241,64.570673,5455,1.06194,0.0917865,1.07825,0.130201,25.14123086,112245
341.584866,50.209956,5374,1.15722,0.100954,1.06169,0.126407,30.55179608,112426
341.673272,12.172857,6178.29,1.66749,0.0815944,1.233733385,0.0792399,16.24959376,112447
341.7072,44.334,3273,0.341,0.01,0.352,0.005,7.484254919,112460
341.788881,-32.675438,5531.8,0.889144,0.0775746,0.965142,0.123368,27.20733074,112491
341.882697,83.697034,5082,0.871459,0.0757457,0.888491,0.108556,19.41574151,112527
342.543899,-41.49006,5452.56,0.876698,0.0765311,0.947059,0.120843,28.30215379,112763
342.559421,36.704097,5128,0.993036,0.0874128,0.948647,0.121102,30.29715449,112768
342.581,-7.0901,3800,0.548,0.019,0.6,0.008,19.08095029,112774
342.6571,34.8561,3530,0.402,0.019,0.439,0.02,31.54641411,112800
342.9731,31.7542,3414,0.448,0.013,0.499,0.004,19.46589093,112909
343.002371,57.716817,5238,1.0087,0.128615,0.89427,0.109825,23.8777,112915
343.100332,9.835684,6254.72,2.03877,0.0978445,1.339442127,0.0863794,26.84563758,112935
343.3197,-14.2637,NaN,NaN ,NaN  ,0.33,NaN,6.918400738,113020
343.664542,-70.073721,NaN,NaN ,NaN  ,1.15,NaN,26.51816559,113137
344.100275,-31.565589,4617.31,0.560583,0.0805127,0.713981733,0.0496762,7.637085688,113283
344.145,16.5534,3579,0.55,0.016,0.601,0.003,8.331534557,113296
344.36657,20.768839,5793,1.2,NaN  ,1.12,NaN,15.36098346,113357
344.564851,-2.395358,5646,NaN ,NaN  ,1.02,NaN,20.00449556,113421
345.080386,-26.153744,5771,0.993533,0.0907961,1.0472,0.124478,31.59537696,113579
345.425444,-51.468379,5260,0.849891,0.0801288,0.898666,0.1108,30.14290752,113701
345.770745,20.918555,5844.94,1.33663,0.116733,1.32767,0.271356,24.48004387,113829
345.8369,-49.7261,3740,0.549,0.016,0.6,0.003,26.36938493,113850
345.960735,21.598249,5708.71,1.0246,0.133491,1.09845,0.136996,27.67017156,113884
345.988646,-4.794915,5979.3,1.2853,0.111837,1.13981,0.156115,30.29293266,113896
346.1259,66.7644,3980,0.661,0.019,0.678,0.012,22.72103288,113944
346.275486,68.417072,5637.57,1.23221,0.102705,1.21537,0.200186,29.54314481,113989
346.5202,63.9262,3805,0.599,0.018,0.622,0.012,29.16587432,114066
346.632887,19.910901,6158.13,1.4246,0.120949,1.37091,0.297197,29.12310336,114096
347.029,3.329,3758,0.434,0.017,0.482,0.015,28.47409961,114233
347.294712,-2.260751,4820,0.86,NaN  ,0.85,NaN,28.72597431,114322
347.487889,14.42651,5896.64,1.36086,0.118195,1.29441,0.250476,25.08157783,114378
347.488983,47.958345,4958,1.4766,0.146214,0.944407,0.120395,30.08305933,114379
347.495281,47.959398,6533,1.02155,0.10785,1.34691,0.283105,30.46450613,114385
347.613378,43.544244,6220.78,2.15851,0.234895,1.15753,0.165717,28.25656965,114430
347.708628,45.512222,5505,1.349,0.114996,1.23641,0.213457,23.54082214,114456
348.137496,49.406213,7173.42,2.18739,0.18527,1.99206,0.393643,24.4977952,114570
348.320591,57.168342,4699,0.78,NaN  ,0.81,NaN,6.525711303,114622
348.527426,-62.699984,5362,1.91,NaN  ,1.05,NaN,29.19708029,114699
348.5686,-19.6461,3811,0.588,0.024,0.612,0.019,24.97468389,114719
348.790327,-56.729181,5490.64,0.831875,0.0718076,0.957591,0.122468,30.46644122,114790
348.9891,-81.3726,3860,0.69,0.024,0.703,0.017,22.66602892,114859
349.176246,53.213514,6059,1.42927,0.0715843,1.233074392,0.0839919,20.5044,114924
349.215954,5.69596,4109,0.664367,0.14123,0.643162,0.0748787,26.44646108,114941
349.240254,-62.00121,6297.74,1.37506,1.37506,1.23534423,0.209366,20.57613233,114948
349.357488,-58.235768,6542.12,1.49894,1.49077,1.351157995,0.282504,22.02643172,114996
349.5747,46.2893,3873,0.583,0.017,0.607,0.012,31.15942779,115058
349.777894,-13.458619,5394.16,0.963388,0.115143,0.985662751,0.0683484,20.73828235,115126
349.860999,79.003478,5142.46,1.00589,0.0860969,0.993312,0.124523,18.96611893,115147
350.0313,-60.0652,3794,0.598,0.018,0.621,0.012,31.32925012,115211
350.402067,44.097874,5367.33,1.02799,0.0846851,1.03822,0.12382,21.46609109,115331
350.870109,45.793328,5241,0.764359,0.0982546,0.895095,0.110007,26.40568398,115470
351.026415,-7.550789,5650,0.939421,0.092066,1.01522,0.123787,30.21148036,115527
351.1271,57.8543,3677,0.563,0.017,0.61,0.004,16.97754929,115562
351.5515,8.8938,3992,0.579,0.017,0.603,0.011,31.11238708,115680
351.652366,-52.721613,6792.46,NaN,NaN,NaN,NaN,30.7692,115713
351.9012,16.629,3625,0.454,2.915,0.482,3.53,22.88626909,115800
352.761954,-69.076725,4848,1.87257,0.288279,1.09663,0.136303,30.16045361,116063
352.842485,59.165516,5221,1.19566,0.101824,1.03933,0.123922,16.87075981,116085
352.881275,-4.087376,5987,1.18051,0.106836,1.17497,0.175673,25.59023886,116106
352.9689,19.9372,3715,0.276,0.009,0.259,0.007,16.29014687,116132
353.33182,-77.385269,5847.37,1.80012,0.0732525,1.32365013,0.0856799,31.75611328,116250
353.7512,1.6054,3927,0.716,0.021,0.648,0.116,20.45799923,116384
354.097065,2.102174,6371.2,1.80799,0.15813,1.18792,0.183377,30.9885338,116495
354.391013,46.458148,4747.46,4.99389,0.74928,1.314257493,0.126312,25.81311194,116584
354.493662,46.199425,5785.12,1.20795,0.106757,1.19926,0.19024,22.61949364,116613
354.836834,77.632307,NaN,4.9,NaN  ,1.4,NaN,14.1024,116727
354.96377,-32.743383,5259.17,0.820276,0.0674865,0.890694,0.109037,18.30821142,116763
354.987706,5.626277,6240.94,1.59372,0.0618327,1.267188075,0.080173,13.79120121,116771
355.157754,-18.988907,5458.02,0.898666,0.0781177,0.970817,0.123894,26.29876448,116819
355.214335,20.365773,4857,0.936571,0.0902205,0.73575,0.0877125,24.87775467,116838
355.508813,20.296208,5724,3.5935,0.808545,1.13243,0.152335,27.5121,116926
355.511766,1.78006,7769.62,1.96747,1.4568,1.837326913,0.38444,30.88326127,116928
356.291343,29.561894,5034.33,0.936391,0.0937657,0.896469,0.110312,28.69440459,117159
357.3022,2.4012,3643,0.417,0.012,0.46,0.003,10.80251803,117473
357.562059,-29.401701,5123,0.868482,0.109119,0.862539,0.0985558,25.32720463,117542
358.105558,75.544527,4721.48,0.782367,0.0889232,0.756156481,0.0856856,10.78981438,117712
358.416183,-65.947141,5986,1.0561,0.0959628,1.09411,0.135366,25.30537258,117815
358.4588,-75.6325,3517,0.519,0.016,0.576,0.004,12.47449166,117828
358.660856,-40.300042,6103.69,1.44035,0.126665,1.10028,0.13771,27.88622373,117880
358.885084,3.501429,5465.59,0.974134,0.0897871,0.965142,0.123368,29.33411558,117953
358.9157,-6.1426,3564,0.526,0.017,0.582,0.006,23.33995423,117966
359.528312,50.447649,5750.86,1.44126,0.123955,1.41942,0.32282,23.69965896,118162
359.636,7.6586,3465,0.454,0.02,0.507,0.018,24.5293316,118200
359.6813,46.7292,3831,0.686,0.026,0.7,0.019,17.67766909,118212
359.86848,-20.034848,5453,0.904672,0.083789,0.959421,0.122706,25.7997936,118278
359.871838,33.724117,6245,1.70465,0.184818,1.21074,0.197308,29.59056059,118281
138.6029,52.6864,3896,0.586,0.017,0.609,0.011,8.0258535,120005
