_RAJ2000,_DEJ2000,Teff,R*,e_R*,M*,e_M*,Dist,HIP
154.93403,19.470935,6458.5,1.77966,0.153269,1.62077,0.375875,21.16850127,50564
155.061603,53.779428,6029.77,1.35883,0.119406,1.05865,0.125901,30.58103976,50606
155.539527,11.310243,5377.8,0.863213,0.0803488,0.931576,0.118002,26.80965147,50782
155.5499,-65.6912,3550,0.414,0.084,0.434,0.106,27.24269072,50788
155.6025,-60.1771,3816,0.593,0.018,0.616,0.012,28.01560464,50808
155.682456,15.344333,5537,1.11794,0.12867,0.974149,0.124135,28.17285243,50829
155.980348,-29.645578,5599,NaN ,NaN  ,0.84,NaN,22.05227271,50921
156.098892,-74.031563,6940.89,NaN ,NaN  ,NaN      ,NaN,16.21533971,50954
156.2952,-10.2287,3636,0.524,0.015,0.58,0.003,17.39001674,51007
156.747899,26.641416,5214.21,0.878842,0.0752536,0.89427,0.109825,30.54862272,51157
157.016241,48.785024,5841,1.08797,0.0936204,1.00987,0.123986,23.55712561,51248
157.2315,0.841,3525,0.435,0.014,0.483,0.007,11.75641748,51317
157.425961,1.491062,6090,1.16556,0.110805,1.15839,0.166196,31.56565657,51386
157.656652,55.980598,6171.92,1.1003,0.0406685,1.1400555,0.0724367,12.85016705,51459
157.768931,82.5586,6831.47,1.26223,0.127182,1.42449,0.32522,21.48689257,51502
157.840871,-53.715456,6124,1.89791,0.17685,1.11614,0.144469,22.1501113,51523
158.790389,57.08273,6898,NaN ,NaN  ,NaN      ,NaN,26.45502699,51814
158.796583,84.399348,5308,1.07728,0.100183,1.03331,0.123657,21.18702422,51819
159.134901,-12.230065,6083.75,1.63464,0.139626,1.07958,0.130574,24.58814962,51933
159.919,-6.9238,3534,0.469,0.014,0.524,0.004,23.05950604,52186
159.9348,-37.9204,3439,0.499,0.019,0.556,0.013,16.75008992,52190
160.2888,-36.8954,3785,0.625,0.021,0.646,0.015,17.88854427,52296
160.466,-36.6334,3767,0.591,0.017,0.615,0.012,21.77835135,52341
160.55552,-13.787721,5796,1.03994,0.0900386,1.06822,0.127734,23.40276153,52369
161.087145,-33.57704,4995,NaN ,NaN  ,0.7,NaN,28.63631027,52521
161.3195,-30.8075,3629,0.438,0.013,0.487,0.003,25.87468075,52596
161.3395,38.5118,3880,0.642,0.021,0.662,0.015,15.81797472,52600
163.327997,34.214816,4671.83,10.0312,2.47221,1.964031596,0.283472,29.94011839,53229
163.373077,-20.138758,6505,NaN ,NaN  ,NaN      ,NaN,30.06623592,53252
163.373611,-58.853162,4987.32,8.11695,0.70241,0.876078,0.105877,29.6647887,53253
164.4087,69.5966,3955,0.627,0.024,0.648,0.018,27.97105015,53580
164.866588,40.430187,5892,1.23,NaN  ,1.03,NaN,14.07657658,53721
165.0177,22.833,3412,0.39,1.377,0.423,1.924,11.32459964,53767
165.169944,-31.839372,6289.36,1.66176,0.14989,1.34177,0.280009,30.5948359,53818
165.460304,56.382405,9317.17,3.04859,0.887771,2.637801582,0.318742,24.4499,53910
165.6597,21.9671,3747,0.557,0.016,0.606,0.003,15.74435958,53985
165.8341,35.9699,3671,0.377,0.049,0.405,0.067,5.675772768,54035
166.172798,-4.221134,5473.5,0.902591,0.080501,0.914253,0.114307,25.8972088,54155
166.254327,7.336022,7022,1.70056,1.46837,1.547222657,0.362985,28.95193978,54182
166.3691,43.5268,3579,0.395,0.012,0.43,0.003,9.143763823,54211
166.8654,-19.2915,3753,0.564,0.02,0.611,0.008,23.94280343,54373
166.976757,-30.174591,5847,1.2693,0.111133,1.09918,0.137279,25.44853035,54400
167.141686,-61.947189,6956,NaN ,NaN  ,NaN      ,NaN,28.7013,54461
167.3806,-24.5986,3531,0.454,0.014,0.507,0.004,16.9092755,54532
167.417622,2.456209,5416.27,0.99512,0.0874692,0.953131,0.121795,29.30325647,54541
167.8335,43.4179,3517,0.542,0.022,0.595,0.013,20.46552345,54658
168.004912,-26.136663,5387,1.04688,0.0908737,0.961766,0.122992,22.27761924,54704
168.134742,35.814052,5905,1.09428,0.0914536,1.07366,0.128996,22.80007752,54745
168.150075,-60.317616,7971,NaN ,NaN  ,NaN      ,NaN,23.2671,54751
168.292,0.2388,3869,0.689,0.03,0.703,0.022,25.33695301,54803
168.527155,20.523814,7973.68,2.69069,0.226762,1.91152,0.39064,17.69285209,54872
168.954249,-39.32349,5734.96,1.09391,0.0945586,1.00207,0.124299,26.99295754,55013
169.0283,-30.1782,3996,0.626,0.019,0.647,0.012,29.92047067,55052
169.2813,-27.8135,4033,0.62,0.018,0.642,0.012,22.84509574,55119
169.591769,-5.067371,5381,0.925767,0.0800393,0.951288,0.121517,22.2770237,55210
170.0201,65.8465,3737,0.485,0.014,0.543,0.003,14.28811707,55360
170.078682,-28.332205,4051,NaN ,NaN  ,NaN      ,NaN,8.716675472,55374
170.9357,8.5635,3664,0.501,0.015,0.559,0.004,29.49850457,55625
170.981092,10.529428,6760,NaN ,NaN  ,NaN      ,NaN,24.23654872,55642
171.220709,-17.684046,7745,NaN ,NaN  ,NaN      ,NaN,25.2398,55705
171.416469,20.002133,5198.37,0.860685,0.0757229,0.882702,0.10726,31.51939231,55772
171.429753,-63.972467,6368,NaN ,NaN  ,NaN      ,NaN,27.79175085,55779
171.688858,3.013194,5438,1.07018,0.0908818,0.983535,0.124562,18.24697648,55846
171.692835,3.006365,4929,0.78,NaN  ,0.85,NaN,18.22154114,55848
172.9308,22.6671,3707,0.555,0.016,0.605,0.003,20.58377377,56238
172.937298,14.364551,6002,1.22014,0.106404,1.18388,0.180922,23.67698904,56242
172.9438,-41.0464,3347,0.394,0.012,0.429,0.007,15.29154716,56244
172.953351,-59.515652,6760,NaN ,NaN  ,NaN      ,NaN,21.0596,56250
173.086394,61.082568,6163.81,1.84094,0.163221,1.13569,0.15399,27.51788651,56290
173.591453,3.060154,6470.18,1.41992,0.123019,1.30823,0.259242,26.56042389,56445
173.622893,-32.831316,5140,0.773347,0.0369987,0.796639793,0.0552198,9.561234929,56452
173.8623,-32.54,3600,NaN ,NaN  ,0.48,NaN,14.18322524,56528
174.666811,-13.201963,6240,1.34537,1.34537,1.208435416,0.19273,26.98326937,56802
174.687045,45.108432,5926.8,1.1721,0.105969,1.19244,0.186096,23.28831001,56809
175.262545,34.201621,5502,0.915395,0.0773627,0.973893,0.124118,9.541074547,56997
175.5462,26.7066,NaN,0.46,NaN  ,0.47,NaN,13.97838967,57087
175.875491,-58.006897,5079,NaN ,NaN  ,0.74,NaN,29.84344131,57172
176.163834,-29.884853,5328,0.928349,0.0827259,0.951288,0.121517,28.49408748,57271
176.3935,-20.3534,3587,0.454,0.014,0.507,0.007,31.69020145,57361
176.428982,-64.841589,7963,0.0109362,0.00110977,1.91552,0.386955,4.634299684,57367
176.426217,2.821508,5291,NaN ,NaN  ,0.87,NaN,29.39499227,57370
176.629521,-40.500371,5630,NaN ,NaN  ,0.85,NaN,9.239582371,57443
176.815941,-30.286542,5563.6,0.996674,0.0861742,1.01089,0.123946,17.76178553,57507
176.9224,78.6912,3308,0.27,0.008,0.25,0.003,10.63527126,57544
177.673844,1.764706,6070.89,1.79582,0.150624,1.14606,0.159415,10.90037061,57757
177.7806,35.272,3591,0.461,0.013,0.515,0.002,13.76654631,57802
177.923332,-30.834867,6120.35,1.92637,0.183826,1.10509,0.139658,31.91703887,57841
178.244773,37.718682,4934.45,0.707802,0.0605972,0.851218,0.101225,9.156670635,57939
178.457665,53.694671,9311,3.13919,0.282974,2.42766,0.424202,25.64760195,58001
178.755535,-56.096051,5814,2.2035,0.194088,1.69911,0.381644,30.57318339,58106
178.7801,0.9738,3662,0.568,0.034,0.613,0.019,31.58275418,58114
179.370549,19.983927,5209,0.870981,0.0761826,0.898666,0.1108,27.75241515,58314
179.791695,-20.353793,4969,NaN ,NaN  ,0.79,NaN,20.45006503,58451
180.185241,-10.446036,5506,1.13247,0.055797,1.057861779,0.0725139,12.90655597,58576
180.5548,-38.008,3862,0.72,0.022,0.618,0.107,28.04096675,58688
180.914645,-42.434109,6621.06,NaN ,NaN  ,NaN      ,NaN,25.3229,58803
181.720452,-64.613744,6914,NaN ,NaN  ,NaN      ,NaN,19.68891514,59072
182.103408,-24.728888,6962.12,1.67832,1.47045,1.524994727,0.357763,14.9365,59199
182.405283,40.252116,5382,0.934609,0.0783695,0.924835,0.116578,25.01225601,59280
182.737,41.0578,3904,0.546,0.016,0.598,0.003,31.86848394,59378
182.865687,53.421509,4949,1.13769,0.247545,0.814878,0.0959553,30.1477,59432
183.0869,54.4858,3869,0.583,0.017,0.607,0.011,19.94134219,59514
183.466041,-69.060497,5060.01,1.01941,0.0886802,0.958637,0.122605,31.89782489,59639
183.675483,-24.775195,5643.14,0.999653,0.0877471,1.01292,0.123868,29.66346796,59707
183.7868,48.7326,3838,0.615,0.019,0.637,0.014,27.31806915,59748
183.793969,-10.312468,6202.71,1.15711,0.103895,1.26389,0.231006,22.55299947,59750
183.856453,57.032643,8670,NaN ,NaN  ,NaN      ,NaN,24.6853,59774
184.777035,16.548307,5873,1.0108,0.0874458,1.06108,0.126301,27.46611368,60074
184.8504,28.3824,3852,0.626,0.019,0.647,0.012,28.29471105,60093
185.633474,5.305494,6062.56,1.29335,0.110943,1.13899,0.155685,29.84655884,60353
185.686647,-39.1777,5873.97,1.18945,0.103465,1.13447,0.153365,25.96451689,60370
185.8884,67.1884,3484,0.407,0.017,0.447,0.017,21.43257172,60444
185.9731,12.5803,3810,0.617,0.018,0.639,0.012,24.63485441,60475
186.2188,-18.2423,3441,0.286,0.01,0.273,0.008,20.97338704,60559
186.700642,-48.913146,5777.18,1.40214,0.123065,1.01241,0.123887,26.66666667,60729
186.98121,-8.678005,6035.13,1.13412,0.100295,1.09918,0.137279,29.07965791,60816
187.466062,-16.515407,10209,2.45451,1.40928,2.623170902,0.433097,26.94691458,60965
187.519859,-13.393098,5993,1.15077,0.102917,1.05956,0.126046,23.64513383,60994
187.708845,53.076633,6037.71,1.10292,0.0927569,1.09808,0.136856,22.25859385,61053
187.8158,8.8106,3843,0.572,0.018,0.616,0.005,18.67782559,61094
187.826218,20.21782,5309,0.825372,0.0760937,0.862815,0.103301,25.96471914,61099
188.017605,-16.195985,6853.53,NaN ,NaN  ,NaN      ,NaN,18.20830299,61174
188.435627,41.357489,5884,1.03755,0.0502914,1.039569429,0.0708338,8.371002846,61317
188.676693,-44.673023,5750,1.90973,0.0996636,1.304053431,0.0907451,28.33441889,61379
188.7529,9.8285,3631,0.462,0.014,0.516,0.004,29.33762817,61413
188.9934,-45.9391,3640,0.532,0.026,0.587,0.018,25.68029451,61495
189.4676,-52.0015,3418,0.431,0.015,0.478,0.01,13.53870555,61629
190.41493,-1.449448,7146.95,2.00791,0.170474,1.53427,0.362941,11.83011948,61941
190.662197,2.576685,5400,0.882891,0.0822333,0.934798,0.118634,30.88936664,62016
190.928098,-37.708153,5613.27,0.918616,0.0790711,1.00785,0.124067,27.68756247,62107
191.247465,39.278916,5911,1.02451,0.0865652,1.02956,0.123602,17.54800847,62207
191.7541,46.6259,3536,0.504,0.023,0.561,0.018,29.34945222,62374
192.164318,60.319869,6294.03,1.26601,0.182009,1.12758,0.149929,24.16042558,62512
192.196036,24.840269,5617,0.95945,0.0819528,0.977208,0.124356,17.17327851,62523
192.21572,-68.425137,5494,NaN ,NaN  ,0.78,NaN,28.62155718,62534
192.2615,66.1102,3374,0.441,0.014,0.49,0.008,12.80105355,62556
192.6815,-0.7681,3859,0.66,0.019,0.678,0.013,10.91607892,62687
193.507136,55.959715,8832,4.51173,0.462691,2.22128,0.407252,25.31,62956
194.164822,-47.686257,6619,2.05022,0.461375,1.00031,0.124364,24.2323,63182
194.4178,35.225,3720,0.588,0.028,0.612,0.024,23.24877102,63253
194.756586,-9.834096,5116,0.98598,0.088725,0.86171,0.1031,23.00505881,63366
195.1075,-34.6067,3767,0.568,0.022,0.614,0.01,25.62270639,63480
195.182184,56.366344,6690,1.79862,0.188609,1.41729,0.321798,24.96255531,63503
195.1941,12.3757,3641,0.569,0.018,0.614,0.005,14.23557455,63510
195.3319,-63.1951,3761,0.476,0.014,0.533,0.004,28.4822963,63550
195.544177,10.959142,5098.54,10.264,0.411167,2.285399423,0.160736,31.34796276,63608
195.567663,-71.548736,NaN,NaN ,NaN  ,NaN      ,NaN,27.8707,63613
195.639437,32.433251,5787,0.952022,0.088769,1.02296,0.123636,31.89111099,63636
195.942044,-20.583383,6133,2.04827,0.206028,1.11498,0.143942,28.6615076,63738
195.956938,-5.161837,5331.65,0.762263,0.0706382,0.839659,0.099395,22.12389381,63742
196.3745,37.1363,3533,0.542,0.051,0.595,0.038,30.35812886,63882
197.212638,5.207235,5740,1.2106,0.103492,1.02296,0.123636,27.80017236,64150
197.427348,-22.192519,5499.8,1.09644,0.102307,0.940947,0.119785,26.59539102,64219
197.497092,17.52943,6401.28,1.84272,0.165394,1.21816,0.201925,12.8018,64241
197.96828,27.878106,5969.45,1.14058,0.0955968,1.13081,0.151522,9.154994049,64394
198.013277,-37.803069,5729,NaN ,NaN  ,1.36,NaN,20.4792136,64408
198.182411,-2.265004,5135,NaN ,NaN  ,0.85,NaN,20.42900919,64457
198.226288,-30.711745,5137.84,0.966305,0.0853047,0.909617,0.113286,27.63087363,64475
198.404188,56.708282,5828.54,0.999339,0.0850019,1.04099,0.124013,24.86504497,64532
198.467587,-45.185822,5702.11,1.16602,0.100408,1.12004,0.146316,24.87197153,64550
198.563089,-59.103175,6231.44,1.47198,0.0628845,1.167976633,0.0764934,18.02126509,64583
198.861095,-87.560725,5649,1.14556,0.105632,1.15113,0.162148,24.51671427,64690
199.193907,9.424143,6234,NaN ,NaN  ,1.22,NaN,17.95009873,64792
199.212779,17.01725,5019.17,0.792508,0.0682586,0.850391,0.101088,11.10638473,64797
199.89,35.1102,3704,0.626,0.019,0.647,0.012,14.39461322,65011
199.9172,33.3465,3614,0.567,0.017,0.613,0.004,20.43854615,65016
200.149196,-36.712323,9096.67,NaN ,NaN  ,NaN      ,NaN,17.97268152,65109
200.182365,4.132944,5002,0.832216,0.089808,0.830076,0.0979537,30.08106848,65121
200.2419,34.2789,3718,0.529,1.682,0.584,1.433,26.67165716,65143
200.981248,54.925362,NaN,NaN ,NaN  ,NaN      ,NaN,23.96357563,65378
201.13849,-5.164031,6609,1.51832,0.140352,1.29632,0.25172,30.0932892,65420
201.306432,54.987919,7975.95,1.91451,0.162607,1.51896,0.359281,24.8818114,65477
201.43986,56.970495,5337,0.888762,0.0767655,0.913163,0.114068,21.74158818,65515
201.4535,-28.374,3672,0.453,0.014,0.506,0.004,25.19996862,65520
201.499337,63.26129,5609.55,1.09565,0.092231,0.978225,0.124403,20.93230462,65530
202.0878,-2.3603,3481,0.46,0.019,0.513,0.016,20.30940232,65714
202.107565,13.778784,5439,1.94,NaN  ,1.09,NaN,18.28093408,65721
202.4991,10.3772,3684,0.505,0.015,0.562,0.005,11.33182868,65859
202.916466,-2.317351,5234.48,1.34332,0.186656,0.890143,0.108917,30.91190108,65982
202.9927,31.1346,3728,0.507,0.076,0.545,0.098,28.89348982,66008
203.567979,-0.313872,4849,1.44091,0.290664,0.857566,0.102309,24.37241043,66212
203.5896,4.6674,3945,0.669,0.024,0.686,0.017,23.93431776,66222
203.635991,-38.907224,5690.28,1.12721,0.0975586,1.03933,0.123922,30.14908724,66238
203.776337,6.841023,4808,0.849416,0.122483,0.777761,0.0917806,30.93318641,66283
204.3699,35.7178,3873,0.559,0.016,0.607,0.003,15.1771237,66459
204.4634,48.1381,3856,0.725,0.027,0.615,0.112,20.46163583,66492
204.8504,46.1865,3625,0.498,0.015,0.555,0.003,18.84408263,66625
205.0297,-4.1861,3960,0.578,0.018,0.602,0.013,20.47420359,66675
205.096759,50.519444,6049,1.17053,0.129444,1.12558,0.148954,25.46210244,66704
205.267393,-34.464123,5220.22,0.851066,0.0733739,0.912073,0.113828,15.58629819,66765
205.305914,56.727167,5245.29,0.813228,0.0697927,0.871658,0.104987,23.94062724,66781
206.2712,17.7854,3870,0.506,0.015,0.563,0.005,21.22575553,67090
206.421911,-33.043729,6802.37,NaN ,NaN  ,NaN      ,NaN,19.26411096,67153
206.4324,14.8915,3496,0.482,0.014,0.539,0.003,7.1020358,67155
206.738011,6.350382,5880.94,1.59744,0.139976,1.06261,0.126572,30.61849371,67246
206.81565,17.456959,6400,1.46,NaN  ,1.34,NaN,15.59575795,67275
206.885171,49.31326,NaN,NaN ,NaN  ,NaN      ,NaN,30.87,67301
206.9285,-32.4308,3915,0.64,0.021,0.66,0.015,16.7709589,67308
207.229497,-35.704205,6101.9,1.31875,0.113788,1.2112,0.197595,30.06976185,67408
207.834717,-24.390461,5662.73,1.11006,0.0962276,0.938011,0.119245,19.92031842,67620
208.3648,12.9426,3854,0.699,0.025,0.711,0.018,19.59398661,67808
208.4464,78.8519,3799,0.608,0.018,0.631,0.012,27.24112255,67842
208.617509,20.641795,5593,0.883563,0.0769737,1.00056,0.124355,31.73555398,67904
208.671115,18.397662,6065.58,2.8899,0.252891,1.20659,0.194742,11.34172621,67927
208.7607,-29.0905,3882,0.721,0.022,0.628,0.107,17.68350791,67960
208.958336,14.056517,6116.41,1.20469,0.100697,1.13652,0.15441,24.59413528,68030
210.2633,-2.6549,3685,0.5,NaN  ,0.52,NaN,14.77746706,68469
210.5818,13.6896,3822,0.577,0.017,0.601,0.012,26.95566187,68570
210.737038,14.9754,5481.98,1.09886,0.0971287,0.913708,0.114188,26.12330199,68634
211.592895,-26.682392,NaN,NaN ,NaN  ,NaN      ,NaN,30.9598,68895
211.670609,-36.369934,NaN,NaN ,NaN  ,NaN      ,NaN,18.0343,68933
212.054,80.5973,3733,0.578,0.019,0.602,0.013,21.0608066,69064
212.113098,-74.850297,5982.64,2.02185,0.175287,1.42491,0.325416,28.67794754,69090
212.7394,-31.2903,3701,0.492,0.015,0.55,0.003,24.20332319,69285
213.188537,-3.320087,5458,0.997566,0.0868071,0.987053,0.124591,22.27667632,69414
213.3036,-56.7421,3569,0.474,0.014,0.53,0.004,16.0907023,69454
213.38,-6.959,3902,0.587,0.022,0.611,0.017,24.21831143,69485
213.589,-15.356,3900,0.587,0.086,0.636,0.111,26.02113979,69562
213.911135,-45.000772,5923,1.56037,0.142488,1.66758,0.379615,21.04820112,69671
213.915338,19.182202,4279.96,29.506,2.53057,NaN      ,NaN,11.2575,69673
214.003585,-6.000545,6185.35,2.84184,0.240727,1.20109,0.191358,21.39495079,69701
214.041353,51.367195,7727.8,1.95287,1.4567,1.820284265,0.383863,29.81514609,69713
214.096083,46.088328,8480,1.89613,0.191527,2.10735,0.399451,30.3582,69732
214.3516,45.4445,3862,0.582,0.017,0.606,0.011,25.23439997,69824
214.753694,-25.815434,6152,1.09511,0.102038,1.23923,0.21525,17.78410116,69965
214.770238,-59.379055,4903.26,2.01476,0.174286,1.66796,0.379641,11.82185739,69972
214.817822,13.004316,6715,1.48619,0.130933,1.35481,0.287812,26.08922515,69989
214.895249,-5.151155,5103,0.882243,0.0804774,0.853425,0.101596,20.78137988,70016
215.7766,-68.3827,3857,0.674,0.021,0.69,0.014,24.9717583,70308
215.813653,1.241544,5714,0.965423,0.0828681,1.01216,0.123897,17.59943691,70319
216.29919,51.850762,6216.86,1.813,0.152192,1.14397,0.1583,14.57088737,70497
216.4312,23.6171,3760,0.629,0.02,0.65,0.015,17.88133749,70529
216.4444,23.6205,3701,0.6,0.021,0.623,0.016,18.21692205,70536
217.3273,-46.4638,NaN,NaN ,NaN  ,NaN      ,NaN,27.75045929,70849
217.3737,15.5326,3574,0.499,0.015,0.556,0.004,19.80842749,70865
217.403346,41.795913,5671,1.26302,0.108396,0.992312,0.124543,23.56823003,70873
217.692043,63.185759,6588,1.35563,0.117649,1.32436,0.269312,31.71944589,70952
217.6988,-8.6463,3885,0.654,0.019,0.672,0.012,17.71310662,70956
218.019558,38.308265,7643,3.37049,0.340613,1.78576,0.385974,26.6099,71075
218.398112,65.395394,6085.17,1.24543,0.107882,1.11037,0.141902,30.9656962,71192
218.566366,57.065201,6169.31,1.21134,0.10497,1.14732,0.16009,29.19955266,71251
218.670081,29.745109,6782.21,1.33843,0.112635,1.27533,0.238316,15.46551191,71284
219.270377,-25.802481,4875,0.85,NaN  ,0.65,NaN,26.27759214,71481
219.442744,-67.932048,6317,1.29876,0.128167,1.15028,0.161687,27.52057235,71530
219.903981,-60.837157,NaN,NaN ,NaN  ,NaN      ,NaN,1.347490981,71681
220.117735,-57.029611,5556.51,0.992714,0.0859074,1.03197,0.12363,25.86024091,71735
220.129579,-16.209309,5551.59,0.981697,0.0848919,1.0269,0.123598,23.754549,71743
220.468561,-75.13948,5651,1.11119,0.100624,1.14023,0.156331,20.25632352,71855
220.5899,66.0557,3612,0.402,0.012,0.44,0.004,20.10481124,71898
220.626676,-64.975138,8288,2.14085,0.217376,2.03992,0.395807,16.57,71908
220.765157,-5.658175,6695.58,NaN ,NaN  ,NaN      ,NaN,18.67762421,71957
221.290549,-49.916273,4964.2,0.924121,0.0845396,0.862262,0.1032,27.37168837,72119
221.500332,-25.443216,7947,1.58087,0.178485,1.90912,0.390559,30.2847,72197
221.51281,27.512372,5021,0.959619,0.0898687,0.885736,0.107959,26.57199949,72200
221.886348,-0.28151,5387,0.85,NaN  ,0.92,NaN,29.76190476,72339
222.348505,-67.236033,5225,1.19138,0.12055,0.896744,0.110373,23.98656752,72493
222.56592,23.911804,6030,1.07885,0.0916136,1.05212,0.124996,17.94365692,72567
222.671692,-15.997223,6597.48,1.55572,0.215326,1.343953422,0.101504,22.9779,72603
222.719715,-16.041771,8241,NaN ,NaN  ,NaN      ,NaN,23.66863905,72622
222.759666,9.723681,5619,1.04432,0.0901802,0.998812,0.124416,30.02038384,72634
222.847006,19.100954,5464,0.930284,0.0787116,0.740119,0.0881795,6.699718858,72659
223.34897,19.152868,5258,0.912181,0.0438962,0.919245289,0.0628583,11.53535587,72848
223.6218,16.1011,3587,0.468,0.015,0.523,0.007,15.0842944,72944
223.796243,53.68035,5145,0.852247,0.0725818,0.880771,0.106852,23.5926957,73005
224.095884,49.628489,6156,1.55274,0.134874,1.2043,0.193327,25.21725242,73100
224.295873,-4.346517,7027.03,NaN ,NaN  ,NaN      ,NaN,27.90957298,73165
224.366645,-21.415406,4680.94,0.713476,0.0509373,0.740519445,0.0486181,5.905976849,73184
224.536776,-48.863048,5666.82,1.76046,0.1597,1.26151,0.229485,23.87911921,73241
225.2316,45.4262,3777,0.607,0.018,0.63,0.012,13.82849764,73470
225.471935,-47.007462,5426.74,0.894671,0.0771036,0.986803,0.124591,26.24458377,73547
225.947361,47.654227,5841.92,1.35324,0.1229,0.981517,0.124519,3.706593843,73695
226.0771,60.3846,3697,0.502,0.017,0.56,0.009,26.8024812,73734
226.633358,38.985467,5062,0.831487,0.111353,0.845708,0.100331,31.108711,73934
226.646433,36.456048,6266.49,1.26774,0.112428,1.15113,0.162148,29.96739547,73941
226.825265,24.869261,6528.24,1.53491,0.132692,1.344040406,0.090103,19.5542,73996
226.887272,9.226055,5489,1.24045,0.16269,0.961766,0.122992,31.5557,74016
226.984671,76.200741,4730,0.923511,0.136522,0.758235,0.0898686,28.7936,74045
227.673351,-43.729885,5941.45,1.21919,0.10649,1.13775,0.155045,31.39264031,74268
227.680072,-43.716931,5601.01,1.07408,0.0935119,1.04893,0.124644,31.61205684,74271
227.686418,-61.422347,5951.68,1.85539,0.15929,1.73006,0.383367,24.04487736,74273
228.369486,-25.309331,5585,1.25,NaN  ,1.1,NaN,26.11702181,74500
228.462065,-1.351417,5411.29,1.13554,0.0965913,1.04979,0.124734,17.35411655,74537
228.655536,-31.519118,6705,NaN ,NaN  ,NaN      ,NaN,23.1001,74604
228.659834,67.346687,6161.89,1.97111,0.172908,1.19471,0.187469,25.16653958,74605
228.812683,-70.519575,5624.92,1.40789,0.121714,1.1296,0.15092,26.80656117,74653
228.99658,0.796384,5205,0.865343,0.0738057,0.914797,0.114426,15.87719138,74702
229.37866,-58.801229,8581.38,1.92903,0.169848,2.14614,0.4019,29.62962963,74824
229.82835,1.765429,6052,2.03571,0.106025,1.364023868,0.0939267,24.71576866,74975
229.8618,-7.7223,NaN,0.29,NaN  ,0.31,NaN,12.53718401,74995
230.450752,-48.317605,5739,0.903973,0.0433083,0.964294484,0.0661913,14.64073786,75181
230.4705,20.9778,3383,0.532,0.016,0.587,0.003,14.90733462,75187
230.652886,-10.66117,4972.27,0.905882,0.0802271,0.86171,0.1031,22.16601905,75253
230.677289,1.418634,4974.68,0.888214,0.0772442,0.840483,0.0995197,26.178079,75266
230.69519,18.918974,5390.5,0.910002,0.0784629,0.969016,0.123742,19.79010613,75277
230.80134,30.287841,6028.7,1.55844,0.136107,1.13406,0.153157,18.62197393,75312
231.010129,-27.305244,5406.93,1.03696,0.0894667,0.988558,0.124588,26.95345139,75363
231.232439,58.966037,4530,NaN ,NaN  ,1.05,NaN,31.32832073,75458
231.918168,42.881336,5748,0.965169,0.0849636,1.02375,0.123624,30.73934267,75676
232.040073,-9.348017,5228.92,1.28697,0.126015,0.986301,0.12459,19.86491849,75718
232.050902,-9.357848,5127,0.992389,0.0912929,0.833629,0.0984566,20.80732418,75722
232.24445,-28.866951,6312,2.49907,0.36423,1.28248,0.242885,28.0457,75790
232.2799,-17.3818,3866,0.619,0.018,0.641,0.012,28.21162291,75798
232.296912,80.448637,5770.82,1.04112,0.0865506,1.06261,0.126572,21.75317542,75809
232.348552,80.450299,5330,0.911912,0.0756636,0.939347,0.119493,21.76278564,75829
233.0539,-41.2756,3491,0.46,0.014,0.514,0.004,8.765047737,76074
233.181897,10.968293,5733.81,1.08841,0.0926159,1.03413,0.123676,30.35509389,76114
233.544639,-10.064533,4826.44,5.28112,0.499361,1.515274683,0.119287,28.95193901,76219
233.58667,-5.695121,6083,1.23169,0.111481,1.29823,0.252929,25.46881725,76233
233.67193,26.714692,9683,3.1294,0.280049,2.35423,0.418078,23.01,76267
233.985782,39.831119,5057,0.923557,0.0800579,0.841857,0.0997295,22.51826231,76375
234.985544,-59.908308,6317.67,1.61819,0.146284,1.29871,0.25323,30.92145935,76716
235.297424,-44.661187,6645,NaN ,NaN  ,NaN      ,NaN,17.51620249,76829
235.3191,75.9928,3338,0.332,0.013,0.34,0.013,22.43468624,76832
235.8403,81.3208,3317,0.294,0.122,0.285,0.15,26.7349884,77002
236.007617,2.515252,5676.89,0.962728,0.0377873,1.024230044,0.0650837,14.67136071,77052
236.0669,6.425675,4553.79,13.7322,2.11757,2.355126873,0.264436,22.45172832,77070
236.132715,11.266492,5916,0.969002,0.123181,1.09483,0.13563,29.30832356,77098
236.610899,7.353049,5901,1.37391,0.0687158,1.165839608,0.0793513,11.75364363,77257
236.8527,-10.8965,3460,0.468,0.021,0.523,0.019,20.21422721,77349
236.871226,-37.916366,5586.72,0.976706,0.0841254,0.963326,0.123172,15.2499594,77358
237.039423,1.57177,5274,0.994798,0.0860214,0.984793,0.124579,21.7340749,77408
237.703985,4.477754,7994.57,NaN ,NaN  ,NaN      ,NaN,21.55636991,77622
237.808104,35.657377,4788,5.06,NaN  ,1.47,NaN,31.1235595,77655
238.002327,15.235938,5865.25,1.0509,0.100318,1.0816,0.131159,31.44654088,77718
238.168948,42.45157,5805.13,1.80894,0.152141,0.871934,0.105042,15.85288523,77760
238.268648,53.871037,5199,0.739168,0.0669631,0.859499,0.102702,26.56917551,77790
238.300398,13.19663,5829,1.05122,0.0915981,1.00107,0.124336,17.76115169,77801
238.785743,-63.430745,7107.54,1.73158,1.46528,1.578647051,0.36806,12.30920729,77952
239.113312,15.661589,6236.34,1.59122,0.133461,1.23547,0.21286,11.2537,78072
239.587702,70.894463,5595.03,1.09015,0.0918075,0.973381,0.124084,29.12836287,78217
